address	city	county	facilityType	hours	inQZ	instructions	lat	lng	name	phone	state	url	virtualVisit	zip	zipCodeLat	zipCodeLng
1187 Grayson Highway Lawrenceville, Ga 30045	Lawrenceville	Gwinnett	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30045	33.93	-83.92
2570 Riverside Parkway Lawrenceville, Ga, 30046	Lawrenceville	Gwinnett	Drive-Thru	Monday Thru Friday 9 Am-5 Pm, Saturday 9 Am-12 Pm	No	"Testing At This Location Requires A Doctor'S Order. Your Doctor Must First Fill Out The Georgia Department Of Health Referral Form: Https://Dhpexternal.Dph.Ga.Gov/Spoc.Html
Followed By The Spoc Screening Form: Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess 
Based Upon The Cdc Criteria For Symptoms And Exposure, It Will Be Determined If You Are In Need Of Testing. If You Are Referred For Testing, You Will Be Given An Id Number And Directed To The Nearest Testing Location."	-	-	Gwinnett County Health Department	-	Georgia	Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess	-	30046	33.95	-84.0
2500 Allen Creek Rd., Gainesville, Ga, 30507	Gainesville	Hall	Drive-Thru	"Sunday: Closed
Monday - Friday: 
08:30 A.M. - 05:00 P.M.
Saturday: 
09:00 A.M. - 12:00 P.M."	No	To Receive A Test At This Facility, Please Contact The North Health District (Gainesville) Office At (770) 535-5743, One Of The Local Health Departments, Or Your Medical Provider For A Referral.	-	-	Allen Creek Soccer Complex	-	Georgia	Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess	-	30507	34.3	-83.8
2098 Highway 20 West Mcdonough, Ga 30253	Mcdonough	Henry	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30253	33.45	-84.19
2720 Highway 42 North Mcdonough, Ga 30253	Mcdonough	Henry	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30253	33.45	-84.19
1050 Florence Mcgarity Blvd., Mcdonough, Ga 30252	Mcdonough	Henry	Drive-Thru	Monday Thru Friday 8:30 Am-5 Pm, Saturday 9 Am-12 Pm	No	"To Receive A Test At One Of These Facilities, Please Contact Your Medical Provider Or Local Public Health Officials For A Referral:

District 4 Lagrange Health District: 1 (800) 847-4262"	-	-	Heritage Senior Center	-	Georgia	Https://Www.11Alive.Com/Article/News/Health/Coronavirus/Coronavirus-Testing-Sites-Georgia/85-81940317-58Ff-4Bfb-901E-Fc00Fb1Fc995	-	30252	33.5	-84.0
1133 Eagles Landing Parkway, Stockbridge, Ga 30281	Stockbridge	Henry	Screening Hotline	7Am-7Pm, Monday-Friday	No	At This Time, Testing Is Being Completed With A Physician Order And For Patients Who Meet Certain Criteria, As Provided By The Cdc And The Georgia Department Of Public Health. If You Are Experiencing Symptoms And Would Like To Be Screened To See If You Are Eligible For Testing, Call Their Screening Hotline At (866) 460-1119. You Will Be Directed To Your Nearest Testing Facility.	-	-	Piedmont Henry	(866) 460-1119	Georgia	Https://Www.Piedmont.Org/Patients-Visitors/Coronavirus	-	30281	33.6	-84.2
3001 Richard B. Russell Parkway, Warner Robins, Ga 31088	Warner Robins	Houston	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	31088	32.58	-83.65
98 Cohen Walker Dr, Warner Robins, Ga, 31088	Warner Robins	Houston	Drive-Thru	9Am-4Pm, Monday-Friday	No	"Testing At This Location Requires A Doctor'S Order. Your Doctor Must First Fill Out The Georgia Department Of Health Referral Form: Https://Dhpexternal.Dph.Ga.Gov/Spoc.Html
Followed By The Spoc Screening Form: Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess 
Based Upon The Cdc Criteria For Symptoms And Exposure, It Will Be Determined If You Are In Need Of Testing. If You Are Referred For Testing, You Will Be Given An Id Number And Directed To The Nearest Testing Location."	-	-	Houston County Health Department	-	Georgia	Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess	-	31088	32.58	-83.65
660 Firetower Rd, Dublin, Ga, 31021	Dublin	Laurens	Drive-Thru	8Am-5Pm, Monday-Friday	No	Call Columbus Health Department (706.321.6300) To Get Triaged, If You Meet The Criteria For Testing, An Appointment Time And Number Will Be Given To You.	-	-	Dublin Laurens County Recreation Center	-	Georgia	Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess	-	31021	32.5	-82.9
2205 North Ashley Street Valdosta, Ga 31602	Valdosta	Lowndes	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	31602	30.9	-83.3
2108 E Hill Ave Valdosta, Ga, 31601	Valdosta	Lowndes	Drive-Thru	9Am-1Pm, Monday-Friday	No	"Testing At This Location Requires A Doctor'S Order. Your Doctor Must First Fill Out The Georgia Department Of Health Referral Form: Https://Dhpexternal.Dph.Ga.Gov/Spoc.Html
Followed By The Spoc Screening Form: Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess 
Based Upon The Cdc Criteria For Symptoms And Exposure, It Will Be Determined If You Are In Need Of Testing. If You Are Referred For Testing, You Will Be Given An Id Number And Directed To The Nearest Testing Location."	-	-	Lowndes County Civic Center	-	Georgia	Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess	-	31601	30.8	-83.4
4280 North Valdosta Road Valdosta, Ga 31602	Valdosta	Lowndes	Urgent Care	9Am - 8Pm, Monday - Sunday	No	This Is A Screening Site Where You Will Be Able To Be Evaluated In Person To Determine If You Are Eligible For Testing.	-	-	Sgmc Urgent Care	(229) 433-8200	Georgia	Https://Www.Sgmc.Org/Sgmc-Announces-Opening-Of-Covid-19-Screening-Station/	-	31602	30.9	-83.3
1544 Bass Road, Macon, Ga 31210	Macon	Macon	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	31210	32.9	-83.75
2100 Comer Ave, Columbus, Ga, 31904	Columbus	Muscogee	Drive-Thru	9Am-4Pm, Monday-Friday	No	"Testing At This Location Requires A Doctor'S Order. Your Doctor Must First Fill Out The Georgia Department Of Health Referral Form: Https://Dhpexternal.Dph.Ga.Gov/Spoc.Html
Followed By The Spoc Screening Form: Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess 
Based Upon The Cdc Criteria For Symptoms And Exposure, It Will Be Determined If You Are In Need Of Testing. If You Are Referred For Testing, You Will Be Given An Id Number And Directed To The Nearest Testing Location."	-	-	Columbus Health Department	(706) 321-6300	Georgia	Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess	-	31904	32.54	-85.01
1622 S. Lumpkin Road Columbus, Ga 31903	Columbus	Muscogee	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	31903	32.41	-84.95
4561 River Road Columbus, Ga 31904	Columbus	Muscogee	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	31904	32.54	-85.01
710 Center St., Columbus, Ga 31901	Columbus	Muscogee	Screening Hotline	7Am-7Pm, Monday-Friday	No	At This Time, Testing Is Being Completed With A Physician Order And For Patients Who Meet Certain Criteria, As Provided By The Cdc And The Georgia Department Of Public Health. If You Are Experiencing Symptoms And Would Like To Be Screened To See If You Are Eligible For Testing, Call Their Screening Hotline At (866) 460-1119. You Will Be Directed To Your Nearest Testing Facility.	-	-	Piedmont Columbus Regional - Midtown	(866) 460-1119	Georgia	Https://Www.Piedmont.Org/Patients-Visitors/Coronavirus	-	31901	32.47	-84.98
8187 Carlton Trl. Nw, Covington, Ga 30014	Covington	Newton	Drive-Thru	Monday 9 Am-5 Pm	No	To Receive A Test At One Of These Facilities, Please Contact Your Medical Provider Or Local Public Health Officials For A Referral: District 3-4 East Metro Health District (Lawrenceville): (770) 513-5631	-	-	Cousins Middle School	-	Georgia	Https://Www.11Alive.Com/Article/News/Health/Coronavirus/Coronavirus-Testing-Sites-Georgia/85-81940317-58Ff-4Bfb-901E-Fc00Fb1Fc995	-	30014	33.6	-83.8
4192 Salem Road, Covington, Ga 30019	Covington	Newton	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30019	34.0	-83.9
5126 Hospital Dr Ne, Covington, Ga 30014	Covington	Newton	Screening Hotline	7Am-7Pm, Monday-Friday	No	At This Time, Testing Is Being Completed With A Physician Order And For Patients Who Meet Certain Criteria, As Provided By The Cdc And The Georgia Department Of Public Health. If You Are Experiencing Symptoms And Would Like To Be Screened To See If You Are Eligible For Testing, Call Their Screening Hotline At (866) 460-1119. You Will Be Directed To Your Nearest Testing Facility.	-	-	Piedmont Newton	(866) 460-1119	Georgia	Https://Www.Piedmont.Org/Patients-Visitors/Coronavirus	-	30014	33.6	-83.8
1305 Jennings Mill Road, Watkinsville, Ga 30677	Watkinsville	Oconee	Drive-Thru	9 Am-3 Pm, Monday-Friday	No	Individuals Must Meet Cdc Criteria For Covid-19 Screening. No Drop Ins Welcome. Please Call Ahead To Schedule An Appointment.	-	-	Oconee Health Campus	(866) 460-1119	Georgia	Https://Www.Onlineathens.Com/News/20200319/Piedmont-Athens-Operating-Coronavirus-Drive-Through-Testing-Site	No	30677	33.8	-83.4
120 Greystone Power Blvd., Dallas, Ga 30157	Dallas	Paulding	Drive-Thru	Monday Thru Friday 9 Am-5 Pm, Saturday 9 Am-1 Pm	No	"Visits To The Sites Are By Referral Or Appointment Only According To A Release From Governor Brian Kemp'S Office. Residents Will Need To Speak With The Medical Providers, Local Public Health Officials Or Another Authority To Get Tested At These Locations. To Receive A Test At One Of These Facilities, Please Contact Your Medical Provider Or Local Public Health Officials For A Referral:

District 1-1 Northwest Health District (Rome): (706) 802-5329, (706) 802-5885, (706) 802-5886, (706) 802-5888"	-	-	Greystone Building	-	Georgia	Https://Www.11Alive.Com/Article/News/Health/Coronavirus/Coronavirus-Testing-Sites-Georgia/85-81940317-58Ff-4Bfb-901E-Fc00Fb1Fc995	-	30157	33.9	-84.9
1266 Highway 515 South, Jasper, Ga 30143	Jasper	Pickens	Screening Hotline	7Am-7Pm, Monday-Friday	No	At This Time, Testing Is Being Completed With A Physician Order And For Patients Who Meet Certain Criteria, As Provided By The Cdc And The Georgia Department Of Public Health. If You Are Experiencing Symptoms And Would Like To Be Screened To See If You Are Eligible For Testing, Call Their Screening Hotline At (866) 460-1119. You Will Be Directed To Your Nearest Testing Facility.	-	-	Piedmont Mountainside	(866) 460-1119	Georgia	Https://Www.Piedmont.Org/Patients-Visitors/Coronavirus	-	30143	34.5	-84.4
3109 Wrightsboro Rd, Augusta, Ga, 30909	Augusta	Richmond	Drive-Thru	10Am-2Pm, Monday-Sunday	No	"Testing At This Location Requires A Doctor'S Order. Your Doctor Must First Fill Out The Georgia Department Of Health Referral Form: Https://Dhpexternal.Dph.Ga.Gov/Spoc.Html
Followed By The Spoc Screening Form: Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess 
Based Upon The Cdc Criteria For Symptoms And Exposure, It Will Be Determined If You Are In Need Of Testing. If You Are Referred For Testing, You Will Be Given An Id Number And Directed To The Nearest Testing Location."	-	-	Augusta University’S Christenberry Fieldhouse	(706) 721-1852	Georgia	Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess	-	30909	33.48	-82.1
1520 Walton Way Augusta, Ga 30909	Augusta	Richmond	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30909	33.48	-82.1
3231 Wrightsboro Road Augusta, Ga 30909	Augusta	Richmond	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30909	33.48	-82.1
2703 Washington Road Augusta, Ga 30909	Augusta	Richmond	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30909	33.48	-82.1
2559 Windsor Spring Road Augusta, Ga 30906	Augusta	Richmond	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30906	33.3	-82.0
1412 Milstead Avenue, Conyers, Ga 30012	Conyers	Rockdale	Screening Hotline	7Am-7Pm, Monday-Friday	No	At This Time, Testing Is Being Completed With A Physician Order And For Patients Who Meet Certain Criteria, As Provided By The Cdc And The Georgia Department Of Public Health. If You Are Experiencing Symptoms And Would Like To Be Screened To See If You Are Eligible For Testing, Call Their Screening Hotline At (866) 460-1119. You Will Be Directed To Your Nearest Testing Facility.	-	-	Piedmont Rockdale	(866) 460-1119	Georgia	Https://Www.Piedmont.Org/Patients-Visitors/Coronavirus	-	30012	33.72	-84.01
1802 Roanoke Road Lagrange, Ga 30420	LaGrange	Tattnall	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30420	32.26	-82.14
52 Tech Drive Tifton, Ga 31794	Tifton	Tift	Drive-Thru	9Am-1Pm, Monday-Friday	No	"Testing At This Location Requires A Doctor'S Order. Your Doctor Must First Fill Out The Georgia Department Of Health Referral Form: Https://Dhpexternal.Dph.Ga.Gov/Spoc.Html
Followed By The Spoc Screening Form: Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess 
Based Upon The Cdc Criteria For Symptoms And Exposure, It Will Be Determined If You Are In Need Of Testing. If You Are Referred For Testing, You Will Be Given An Id Number And Directed To The Nearest Testing Location."	-	-	Southern Regional Technical College, Tifton Campus	-	Georgia	Https://Sendss.State.Ga.Us/Sendss/Ncovspoc.Assess	-	31794	31.4	-83.4
1201 First Street East	Vidalia	Toombs	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30474	32.2	-82.4
1597 Hogansville Rd.	LaGrange	Troup	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Georgia	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	30241	33.0	-85.0
10052 Us-27, Rock Spring, Ga 30739	Rock Spring	Walker	Drive-Thru	Monday Thru Friday 9 Am-5 Pm, Saturday 9 Am-1 Pm	No	"Visits To The Sites Are By Referral Or Appointment Only According To A Release From Governor Brian Kemp'S Office. Residents Will Need To Speak With The Medical Providers, Local Public Health Officials Or Another Authority To Get Tested At These Locations. To Receive A Test At One Of These Facilities, Please Contact Your Medical Provider Or Local Public Health Officials For A Referral:

District 1-1 Northwest Health District (Rome): (706) 802-5329, (706) 802-5885, (706) 802-5886, (706) 802-5888"	-	-	Walker County Civic Center	-	Georgia	Https://Www.11Alive.Com/Article/News/Health/Coronavirus/Coronavirus-Testing-Sites-Georgia/85-81940317-58Ff-4Bfb-901E-Fc00Fb1Fc995	-	30739	34.8	-85.22
603 E Villanow St, Lafayette, Ga 30728	Lafayette	Walker	Drive-Thru	Saturday And Sunday, 8:30 Am-12 Pm	No	This Site Only Testing Healthcare Personnel And First Responders.	-	-	Walker County Health Department	-	Georgia	Https://Www.11Alive.Com/Article/News/Health/Coronavirus/Coronavirus-Testing-Sites-Georgia/85-81940317-58Ff-4Bfb-901E-Fc00Fb1Fc995	-	30728	34.7	-85.2
